CTA BANCARIA;SALDO TRANSPORTE;DATA;No.LANCTO;No.DOCTO;TIPO MOVTO;DEBITO;CREDITO;FAVORECIDO;HISTORICO;SALDO;CTA ORCTO;VALOR;UNIDADE
32035-8                       ;   12.611,29;20/03/2013;000116;10;debito bancario          ;       15,37;            ;NEFROCOR S/C LTDA.                                     ;REF. a NF 126                                                                                                           ;  456.489,78;000103 IRRF - PJ - CÓD. 1708 e 3280                      ;       15,37;002;São José
32035-8                       ;   12.611,29;20/03/2013;000117;10;debito bancario          ;      230,47;            ;KR ASSISTENCIA MEDICA SS LTDA                          ;REF. a NF 50                                                                                                            ;  456.259,31;000104 ISS s/ NFs                                        ;      230,47;001;Taubaté
32035-8                       ;   12.611,29;20/03/2013;000118;10;debito bancario          ;       26,34;            ;WASH SAFETY SERV PERSONALIZADO                         ;REF. a NF 279                                                                                                           ;  456.232,97;000104 ISS s/ NFs                                        ;       26,34;001;Taubaté
32035-8                       ;   12.611,29;20/03/2013;000119;10;debito bancario          ;       87,00;            ;G. NARESSI LUCCI & CIA LTDA ME                         ;REF. a NF 1                                                                                                             ;  456.145,97;000103 IRRF - PJ - CÓD. 1708 e 3280                      ;       87,00;001;Taubaté
32035-8                       ;   12.611,29;20/03/2013;000120;10;debito bancario          ;       55,75;            ;MILCLEAN COM. E SERVIÇOS LTDA                          ;REF. a NF 4143                                                                                                          ;  456.090,22;000104 ISS s/ NFs                                        ;       55,75;001;Taubaté
32035-8                       ;   12.611,29;20/03/2013;000121;10;debito bancario          ;      141,29;            ;KLAUSEG ZELADORIA PATRIMONIAL                          ;REF. a NF 315                                                                                                           ;  455.948,93;000104 ISS s/ NFs                                        ;      141,29;001;Taubaté
32035-8                       ;   12.611,29;20/03/2013;000122;10;debito bancario          ;      647,58;            ;MILCLEAN COM. E SERVIÇOS LTDA                          ;REF. a NF 4221                                                                                                          ;  455.301,35;000104 ISS s/ NFs                                        ;      647,58;001;Taubaté
32035-8                       ;   12.611,29;20/03/2013;000123;10;debito bancario          ;       44,80;            ;J C LEANDRO TRANSPORTES ME                             ;REF. a NF 22                                                                                                            ;  455.256,55;000104 ISS s/ NFs                                        ;       44,80;001;Taubaté
32035-8                       ;   12.611,29;20/03/2013;000124;10;debito bancario          ;       42,50;            ;GABIRUS REFRIGERAÇÃO COMERCIO LTDA ME                  ;REF. a NF 2786                                                                                                          ;  455.214,05;000104 ISS s/ NFs                                        ;       42,50;001;Taubaté
32035-8                       ;   12.611,29;20/03/2013;000125;10;debito bancario          ;      212,82;            ;LAB DE ANALISES CLINICAS OSWALDO CRUZ                  ;REF. a NF 3960                                                                                                          ;  455.001,23;000104 ISS s/ NFs                                        ;      212,82;001;Taubaté
32035-8                       ;   12.611,29;20/03/2013;000126;10;debito bancario          ;       44,36;            ;GRÁFICA SANTANA TAUBATÉ-ME                             ;REF. a NF 955                                                                                                           ;  454.956,87;000104 ISS s/ NFs                                        ;       44,36;001;Taubaté
32035-8                       ;   12.611,29;20/03/2013;000127;10;debito bancario          ;       13,00;            ;MICROLIN-MICROBIOLOGIA                                 ;REF. a NF 4077                                                                                                          ;  454.943,87;000104 ISS s/ NFs                                        ;       13,00;001;Taubaté
32035-8                       ;   12.611,29;20/03/2013;000128;10;debito bancario          ;       35,71;            ;ANA LYGIA AMARAL                                       ;REF. a NF 2003                                                                                                          ;  454.908,16;000104 ISS s/ NFs                                        ;       35,71;001;Taubaté
32035-8                       ;   12.611,29;20/03/2013;000129;10;debito bancario          ;      119,92;            ;UNIMED DE TAUBATÉ COOPERATIVA                          ;REF. a NF 73653                                                                                                         ;  454.788,24;000104 ISS s/ NFs                                        ;      119,92;001;Taubaté
32035-8                       ;   12.611,29;20/03/2013;000130;10;debito bancario          ;       32,11;            ;MILCLEAN COM. E SERVIÇOS LTDA                          ;REF. a NF 4142                                                                                                          ;  454.756,13;000104 ISS s/ NFs                                        ;       32,11;002;São José
