CTA ORCTO;No.DOCTO;PARCELA;FORNECEDOR;VENCTO;PAGTO;VALOR;C.CUSTO;UNIDADE
00102 IRRF - P.F  - CÓD. 0561 e 3208                    ;21452   ;001;6760                 CENTRO DE DIAGNOSTICO                        ;20/03/2013;20/03/2013;       73,10;002001 Hemodialise                                       ;001 Taubaté
00102 IRRF - P.F  - CÓD. 0561 e 3208                    ;21590   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;20/03/2013;20/03/2013;      178,95;002001 Hemodialise                                       ;002 São José
00102 IRRF - P.F  - CÓD. 0561 e 3208                    ;21590   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;20/03/2013;20/03/2013;      212,97;003001 Administracao                                     ;002 São José
00102 IRRF - P.F  - CÓD. 0561 e 3208                    ;21592   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;20/03/2013;20/03/2013;      448,40;000012 Dialise Peritonial - DPA                          ;001 Taubaté
00102 IRRF - P.F  - CÓD. 0561 e 3208                    ;21592   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;20/03/2013;20/03/2013;      605,03;000014 U.T.I - Dialise Externa                           ;001 Taubaté
00102 IRRF - P.F  - CÓD. 0561 e 3208                    ;21592   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;20/03/2013;20/03/2013;       47,09;000015 Procedimento Cirurgicos                           ;001 Taubaté
00102 IRRF - P.F  - CÓD. 0561 e 3208                    ;21592   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;20/03/2013;20/03/2013;      327,60;001001 Laboratorio Hemo                                  ;001 Taubaté
00102 IRRF - P.F  - CÓD. 0561 e 3208                    ;21592   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;20/03/2013;20/03/2013;       22,52;001006 Laboratorio DPA                                   ;001 Taubaté
00102 IRRF - P.F  - CÓD. 0561 e 3208                    ;21592   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;20/03/2013;20/03/2013;      109,54;001007 Laboratorio Externo                               ;001 Taubaté
00102 IRRF - P.F  - CÓD. 0561 e 3208                    ;21592   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;20/03/2013;20/03/2013;    7.498,87;002001 Hemodialise                                       ;001 Taubaté
00102 IRRF - P.F  - CÓD. 0561 e 3208                    ;21592   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;20/03/2013;20/03/2013;    1.062,64;003001 Administracao                                     ;001 Taubaté
00102 IRRF - P.F  - CÓD. 0561 e 3208                    ;21592   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;20/03/2013;20/03/2013;      115,68;004001 Consultorio                                       ;001 Taubaté
00103 IRRF - PJ - CÓD. 1708 e 3280                      ;21153   ;001;05498232000135       EBRAM VILELA ADOVGAD ASSOSCIADOS             ;10/03/2013;20/03/2013;       16,35;003001 Administracao                                     ;001 Taubaté
00103 IRRF - PJ - CÓD. 1708 e 3280                      ;21235   ;001;08771128000160       KR ASSISTENCIA MEDICA SS LTDA                ;10/03/2013;20/03/2013;      172,85;002001 Hemodialise                                       ;001 Taubaté
00103 IRRF - PJ - CÓD. 1708 e 3280                      ;21275   ;001;06084866000104       WR SERVIÇOS MÉDICOS LTDA                     ;10/03/2013;20/03/2013;       13,85;002001 Hemodialise                                       ;001 Taubaté
00103 IRRF - PJ - CÓD. 1708 e 3280                      ;21278   ;001;6664                 NEFROCOR S/C LTDA.                           ;10/03/2013;          ;       15,37;002001 Hemodialise                                       ;001 Taubaté
00103 IRRF - PJ - CÓD. 1708 e 3280                      ;21302   ;001;15.553.578*0001-42   RIBEIRO & LUI SOCIEDADE SIMPLES LTDA         ;10/03/2013;          ;       17,29;002001 Hemodialise                                       ;001 Taubaté
00103 IRRF - PJ - CÓD. 1708 e 3280                      ;21307   ;001;17287191000117       G. NARESSI LUCCI & CIA LTDA ME               ;10/03/2013;20/03/2013;       87,00;002001 Hemodialise                                       ;001 Taubaté
00103 IRRF - PJ - CÓD. 1708 e 3280                      ;21319   ;001;03.456.926/0001-84   HG ASSESSORIA ZELADORIA E RH LTDA            ;10/03/2013;20/03/2013;       12,75;002001 Hemodialise                                       ;001 Taubaté
00103 IRRF - PJ - CÓD. 1708 e 3280                      ;21374   ;001;02.666.114/0001-09   MILCLEAN COM. E SERVIÇOS LTDA                ;10/03/2013;20/03/2013;       27,88;002001 Hemodialise                                       ;001 Taubaté
00103 IRRF - PJ - CÓD. 1708 e 3280                      ;21379   ;001;02.666.114/0001-09   MILCLEAN COM. E SERVIÇOS LTDA                ;10/03/2013;20/03/2013;       10,70;002001 Hemodialise                                       ;002 São José
00103 IRRF - PJ - CÓD. 1708 e 3280                      ;21469   ;001;10965                VALENS SERV. MÉDICOS                         ;10/03/2013;20/03/2013;      122,78;002001 Hemodialise                                       ;002 São José
00103 IRRF - PJ - CÓD. 1708 e 3280                      ;21478   ;001;02.666.114/0001-09   MILCLEAN COM. E SERVIÇOS LTDA                ;10/03/2013;20/03/2013;      323,79;002001 Hemodialise                                       ;001 Taubaté
00103 IRRF - PJ - CÓD. 1708 e 3280                      ;21483   ;001;02.666.114/0001-09   MILCLEAN COM. E SERVIÇOS LTDA                ;10/03/2013;20/03/2013;      124,32;002001 Hemodialise                                       ;002 São José
00103 IRRF - PJ - CÓD. 1708 e 3280                      ;21541   ;001;07.344.389/0001-31   KLAUSEG ZELADORIA PATRIMONIAL                ;10/03/2013;20/03/2013;       70,65;002001 Hemodialise                                       ;001 Taubaté
00103 IRRF - PJ - CÓD. 1708 e 3280                      ;21546   ;001;07.344.389/0001-31   KLAUSEG ZELADORIA PATRIMONIAL                ;10/03/2013;20/03/2013;      107,37;002001 Hemodialise                                       ;002 São José
00103 IRRF - PJ - CÓD. 1708 e 3280                      ;21550   ;001;54.692.645/0001-61   CENTRO DE QUALIDADE ANALITICA                ;10/03/2013;20/03/2013;       26,31;002001 Hemodialise                                       ;001 Taubaté
00103 IRRF - PJ - CÓD. 1708 e 3280                      ;21552   ;001;54.692.645/0001-61   CENTRO DE QUALIDADE ANALITICA                ;10/03/2013;20/03/2013;       26,13;002001 Hemodialise                                       ;002 São José
00103 IRRF - PJ - CÓD. 1708 e 3280                      ;21579   ;001;46629986000164       LAB DE ANALISES CLINICAS OSWALDO CRUZ        ;10/03/2013;20/03/2013;      159,62;001001 Laboratorio Hemo                                  ;001 Taubaté
00103 IRRF - PJ - CÓD. 1708 e 3280                      ;21635   ;001;60.840.055/0001-31   FLEURY S/A                                   ;10/03/2013;20/03/2013;       30,54;001001 Laboratorio Hemo                                  ;001 Taubaté
00103 IRRF - PJ - CÓD. 1708 e 3280                      ;21744   ;001;76097831000195       LABORATORIO ALVARO LTDA                      ;10/03/2013;21/03/2013;       52,61;001001 Laboratorio Hemo                                  ;001 Taubaté
00103 IRRF - PJ - CÓD. 1708 e 3280                      ;21709   ;001;6664                 NEFROCOR S/C LTDA.                           ;20/03/2013;20/03/2013;       15,37;002001 Hemodialise                                       ;002 São José
00104 ISS s/ NFs                                        ;21236   ;001;08771128000160       KR ASSISTENCIA MEDICA SS LTDA                ;10/03/2013;20/03/2013;      230,47;002001 Hemodialise                                       ;001 Taubaté
00104 ISS s/ NFs                                        ;21290   ;001;05915971000185       WASH SAFETY SERV PERSONALIZADO               ;10/03/2013;20/03/2013;       26,34;002001 Hemodialise                                       ;001 Taubaté
00104 ISS s/ NFs                                        ;21375   ;001;02.666.114/0001-09   MILCLEAN COM. E SERVIÇOS LTDA                ;10/03/2013;20/03/2013;       55,75;002001 Hemodialise                                       ;001 Taubaté
00104 ISS s/ NFs                                        ;21380   ;001;02.666.114/0001-09   MILCLEAN COM. E SERVIÇOS LTDA                ;10/03/2013;20/03/2013;       32,11;002001 Hemodialise                                       ;002 São José
